id,artist,name,duration,bpm,mood,score
1yTTMcUhL7rtz08Dsgb7Qb,Maren Morris;Hozier,The Bones - with Hozier,3.29,76.826,relaksasi,71
7DnAm9FOTWE3cUvso43HhI,Ava Max,Sweet but Psycho,3.12,133.002,energik,81
4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,3.3,102.078,fokus,87
7MIhUdNJtaOnDmC5nBC1fb,Alok;Ella Eyre;Kenny Dope;Never Dull,Deep Down (feat. Never Dull),2.76,125.952,energik,84
60ynsPSSKe6O3sfwRnIBRf,Doja Cat,Streets,3.78,90.035,fokus,83
3BHR1mJOqn2UZyq98YKPgd,BLACKPINK,Typa Girl,2.99,131.966,energik,82
7tUSJY4nsDBJTjd1UXKRsT,Jodi Benson;Disney,Part of Your World,3.26,61.551,relaksasi,70
1DIXPcTDzTj8ZMHt3PDt8p,Coolio;L.V.,Gangsta's Paradise,4.01,79.975,relaksasi,89
5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,3.07,67.528,relaksasi,92
0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Apocalypse,4.84,94.485,fokus,84
0RDqNCRBGrSegk16Avfzuq,TWICE,Talk that Talk,2.96,119.973,fokus,86
59nOXPmaKlBfGMDeOVGrIK,Future;Drake;Tems,WAIT FOR U (feat. Drake & Tems),3.16,83.389,fokus,89
2HZLXBOnaSRhXStMLrq9fD,Ghost,Mary On A Cross,4.08,130.02,energik,88
69xohKu8C1fsflYAiSNbwM,BTS,Run BTS,3.42,77.004,relaksasi,84
4191RXFPa7Ge9XkA4cWlna,Billie Eilish,Lost Cause,3.54,74.966,relaksasi,73
1ZdhOMWyFR8Iv9eylMGYg2,Labrinth,Mount Everest,2.62,87.724,fokus,83
5gflgO9EPbIBf16n5TKnQS,Zion & Lennox,Yo Voy (feat. Daddy Yankee),3.87,95.06,fokus,84
4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,2.67,75.977,relaksasi,89
5aucVLKiumD89mxVCB4zvS,Crush;j-hope,Rush Hour (Feat. j-hope of BTS),2.96,95.035,fokus,83
0jllH0usRFD4LJkJnGK9Lf,Olivia O'Brien,Complicated,3.15,74.99,relaksasi,71
7LNm1oWd6PniO9wRYpNY5o,Delaney Bailey,j's lullaby (darlin' i'd wait for you),4.84,76.068,relaksasi,71
7a53HqqArd4b9NF4XAmlbI,Ava Max,Kings & Queens,2.71,129.857,energik,81
1aL9518P5G72N92b48tuKw,AP Dhillon,Summer High,2.96,114.984,fokus,83
1158ckiB5S4cpsdYHDB9IF,Deftones,My Own Summer (Shove It),3.58,71.841,relaksasi,76
10nyNJ6zNy2YVYLrcwLccB,Radiohead,No Surprises,3.82,76.426,relaksasi,82
3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,3.47,87.01,fokus,83
6dGnYIeXmHdcikdzNNDMm2,The Beatles,Here Comes The Sun - Remastered 2009,3.1,129.171,energik,82
4e9eGQYsOiBcftrWXwsVco,System Of A Down,Aerials,3.92,79.342,relaksasi,77
6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,4.06,130.049,energik,84
32OlwWuMpZ6b0aN2RZOeMS,Mark Ronson;Bruno Mars,Uptown Funk (feat. Bruno Mars),4.49,114.988,fokus,83
0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,3.44,134.066,energik,83
3jjsRKEsF42ccXf8kWR3nu,Mitski,Washing Machine Heart,2.14,105.997,fokus,83
24Yi9hE78yPEbZ4kxyoXAI,SAINt JHN;Imanbek,Roses - Imanbek Remix,2.95,121.975,energik,81
2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood,3.39,120.274,energik,81
01UeBfllW39eaKdiCw556R,Gentrammel,Out Of My Mind,2.9,78.009,relaksasi,71
7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,1.99,134.021,energik,84
1ri9ZUkBJVFUdgwzCnfcYs,Becky G;KAROL G,MAMIII,3.77,93.991,fokus,85
4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,I Ain't Worried,2.47,139.994,energik,96
4uUG5RXrOk84mYEfFvj3cK,David Guetta;Bebe Rexha,I'm Good (Blue),2.92,128.04,energik,98
3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,3.05,123.95,energik,81
1oZqKv594G6ojGvDhEFsDw,Dermot Kennedy,Innocence and Sadness,4.21,67.892,relaksasi,72
6E37j4b44JGpdk297urpKM,Bea Miller,like that,3.09,61.657,relaksasi,70
6mmPpaltUZK7xjNlBPQQ0p,Rauw Alejandro;Chencho Corleone,Desesperados,3.75,90.02,fokus,83
4CeeEOM32jQcH3eN9Q2dGj,Nirvana,Smells Like Teen Spirit,5.03,116.761,fokus,83
4Hv055xg1SZZgwwGBx8Cr5,Pritam;Shreya Ghoshal;TUSHAR JOSHI,"Rasiya (From ""Brahmastra"")",4.42,78.99,relaksasi,74
2Bs4jQEGMycglOfWPBqrVG,One Direction,Steal My Girl,3.8,77.217,relaksasi,80
7xoUc6faLbCqZO6fQEYprd,Ariana Grande,One Last Time,3.29,125.026,energik,83
6zAvNLJkdyRApUHnlJjKfO,Ali Zafar,Jhoom - R&B Mix,4.98,79.972,relaksasi,73
1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,Don’t Blame Me,3.94,135.917,energik,88
1TQXIltqoZ5XXyfCbAeSQQ,Sasha Alex Sloan,Dancing With Your Ghost,3.3,74.953,relaksasi,80
5NGtFXVpXSvwunEIGeviY3,Erik Satie;Philippe Entremont,Gymnopédie No. 1,3.43,72.776,relaksasi,70
40gvh6jP5qxMJuMmF9lG9A,The Neighbourhood,Baby Came Home 2 / Valentines,6.51,74.094,relaksasi,71
09mEdoA6zrmBPgTEN5qXmN,The Weeknd,Call Out My Name,3.81,134.17,energik,89
5WtfUKzXircvW8l5aaVZWT,Julia Michaels;Niall Horan,What A Time (feat. Niall Horan),2.89,132.861,energik,82
0wihfILRNOwE2156Shezc8,Bad Bunny,Agosto,2.32,115.018,fokus,83
6jGnykaS6TkWp15utXSAeI,Norah Jones,Come Away With Me,3.3,76.64,relaksasi,74
23T0OX7QOiIUFShSzbJ5Uo,Gabby Barrett,I Hope,3.51,75.998,relaksasi,74
5Xak5fmy089t0FYmh3VJiY,Pearl Jam,Black,5.71,77.15,relaksasi,74
2m6Ko3CY1qXNNja8AlugNc,Troye Sivan,Angel Baby,3.68,72.498,relaksasi,82
2IzV2SPZQLadtA46ni3ICq,Zion & Lennox;Maria Becerra,Berlin,4.1,121.008,energik,81
6kls8cSlUyHW2BUOkDJIZE,Ellie Goulding;Juice WRLD,Hate Me (with Juice WRLD),3.1,75.025,relaksasi,74
79HZAZNnOE97rb2hnI0XQr,Rauw Alejandro;Lyanno;Brray,LOKERA,3.25,102.019,fokus,91
2f0pn9DkEJwAzXApnFh5cr,BANNERS,Someone To You,3.66,74.988,relaksasi,77
0k4d5YPDr1r7FX77VdqWez,Doja Cat;The Weeknd,You Right,3.1,128.986,energik,84
2dpaYNEQHiRxtZbfNsse99,Marshmello;Bastille,Happier,3.57,100.015,fokus,83
6C1RD7YQVvt3YQj0CmuTeu,Bad Bunny;Ozuna;Farruko;Arcangel;Ñengo Flow;DJ Luian;Mambo Kingz,Diles,4.77,118.033,fokus,83
4r9jkMEnArtWGH2rL2FZl0,Bad Bunny,A Tu Merced,2.93,92.023,fokus,83
5uU1uuyaUIBOiiUSQG7Wl3,Morgan Wallen,You Proof,2.62,119.706,fokus,86
0BCy325UZyR9z0t0uxwn2N,Florida Georgia Line,H.O.L.Y.,3.24,78.077,relaksasi,71
2DlHlPMa4M17kufBvI2lEN,System Of A Down,Chop Suey!,3.5,127.066,energik,83
0lYBSQXN6rCTvUZvg9S0lU,DJ Snake;Justin Bieber,Let Me Love You,3.43,99.988,fokus,84
41oY4WCTj5kccfesTVFnvN,Bad Bunny;Jhayco,Tarot,3.96,114.011,fokus,91
2AT8iROs4FQueDv2c8q2KE,Arctic Monkeys,R U Mine?,3.36,97.094,fokus,83
5uEYRdEIh9Bo4fpjDd4Na9,Travis Scott;HVME,Goosebumps - Remix,2.71,124.917,energik,81
4cacyP5c3PMlfnyjpg13xW,Yung Gravy,Betty (Get Money),2.44,102.004,fokus,87
4d4ZXH4dr5bYfgErHiZCX2,Bad Bunny,Dos Mil 16,3.48,130.058,energik,87
0725YWm6Z0TpZ6wrNk64Eb,Frank Ocean;Earl Sweatshirt,Super Rich Kids,5.08,60.493,relaksasi,74
0CMYUXTTTmI6Lwc0opH2XG,Sohn Aelia,Herinneringen,2.87,73.644,relaksasi,74
